trigger_class,rt,prior,workerid,slide_number_in_experiment,question_type,prior_fact,Answer.time_in_minutes,trigger,short_trigger,content,response,block,american,comments,language,age,trial
C,5568,high_prior,297,30,projective,Mary is taking a prenatal yoga class,5.8059666666666665,prove,prove,mary,0.29,block1,Yes,NA,English,36,26
MC,5151,NA,297,32,ai,Hats are worn on the head,5.8059666666666665,MC,MC,hat,0,block2,Yes,NA,English,36,27
C,5743,high_prior,297,33,ai,Frank has always wanted a pet,5.8059666666666665,inform,inform,frank,1,block2,Yes,NA,English,36,28
C,4264,high_prior,297,34,ai,Tony really likes to party with his friends,5.8059666666666665,be_annoyed,be_annoyed,tony,1,block2,Yes,NA,English,36,29
MC,7897,NA,297,35,ai,Many children like ice cream,5.8059666666666665,MC,MC,kids,0,block2,Yes,NA,English,36,30
C,9255,low_prior,297,36,ai,Grace hates her sister,5.8059666666666665,confirm,confirm,grace,0.9,block2,Yes,NA,English,36,31
C,7328,high_prior,297,37,ai,Jayden's car is in the shop,5.8059666666666665,confess,confess,jayden,1,block2,Yes,NA,English,36,32
C,4176,low_prior,297,38,ai,Julian is German,5.8059666666666665,see,see,julian,1,block2,Yes,NA,English,36,33
C,6905,low_prior,297,39,ai,Mia is a nun,5.8059666666666665,admit,admit,mia,1,block2,Yes,NA,English,36,34
MC,4016,NA,297,40,ai,Pizza is sold at the pizzeria,5.8059666666666665,MC,MC,pizza,0,block2,Yes,NA,English,36,35
C,4600,high_prior,297,41,ai,Mary is taking a prenatal yoga class,5.8059666666666665,prove,prove,mary,1,block2,Yes,NA,English,36,36
C,4384,low_prior,297,42,ai,Josh is a 75-year old man,5.8059666666666665,think,think,josh,1,block2,Yes,NA,English,36,37
MC,3160,NA,297,43,ai,Ballet is a type of dance,5.8059666666666665,MC,MC,ballet,0,block2,Yes,NA,English,36,38
C,4896,low_prior,297,44,ai,Josie doesn't have a passport,5.8059666666666665,establish,establish,josie,0.75,block2,Yes,NA,English,36,39
C,5752,high_prior,297,45,ai,Jon lives 2 blocks away from work,5.8059666666666665,be_right,be_right,jon,0.49,block2,Yes,NA,English,36,40
C,25304,high_prior,297,46,ai,Emily has been saving for a year,5.8059666666666665,hear,hear,emily,1,block2,Yes,NA,English,36,41
C,3704,high_prior,297,47,ai,Isabella is from Argentina,5.8059666666666665,acknowledge,acknowledge,isabella,1,block2,Yes,NA,English,36,42
C,4112,high_prior,297,48,ai,Owen lives in Chicago,5.8059666666666665,announce,announce,owen,1,block2,Yes,NA,English,36,43
MC,2688,NA,297,49,ai,Garages are used to store cars and other things,5.8059666666666665,MC,MC,garage,0,block2,Yes,NA,English,36,44
C,4191,high_prior,297,50,ai,Jackson is training for a marathon,5.8059666666666665,reveal,reveal,jackson,0.61,block2,Yes,NA,English,36,45
MC,2632,NA,297,51,ai,Muffins are sold at the bakery,5.8059666666666665,MC,MC,muffins,0,block2,Yes,NA,English,36,46
C,6192,low_prior,297,52,ai,Zoe is 5 years old,5.8059666666666665,know,know,zoe,1,block2,Yes,NA,English,36,47
C,4416,high_prior,297,53,ai,Emma is in law school,5.8059666666666665,suggest,suggest,emma,1,block2,Yes,NA,English,36,48
C,5056,low_prior,297,54,ai,Sophia is a high end fashion model,5.8059666666666665,demonstrate,demonstrate,sophia,0.53,block2,Yes,NA,English,36,49
C,4079,low_prior,297,55,ai,Danny is a diabetic,5.8059666666666665,say,say,danny,0.63,block2,Yes,NA,English,36,50
C,31521,low_prior,297,56,ai,Olivia has two small children,5.8059666666666665,pretend,pretend,olivia,1,block2,Yes,NA,English,36,51
C,3215,low_prior,297,57,ai,Charley lives in Korea,5.8059666666666665,discover,discover,charley,0.96,block2,Yes,NA,English,36,52
C,12194,low_prior,298,5,projective,Mia is a nun,4.18075,suggest,suggest,mia,0.17,block1,Yes,NA,English,26,1
MC,6704,NA,298,6,projective,Ballet is a type of dance,4.18075,MC,MC,ballet,0.16,block1,Yes,NA,English,26,2
MC,4744,NA,298,7,projective,Garages are used to store cars and other things,4.18075,MC,MC,garage,0.44,block1,Yes,NA,English,26,3
MC,2865,NA,298,8,projective,Muffins are sold at the bakery,4.18075,MC,MC,muffins,0.37,block1,Yes,NA,English,26,4
C,11106,high_prior,298,9,projective,Emily has been saving for a year,4.18075,admit,admit,emily,0.42,block1,Yes,NA,English,26,5
C,2965,high_prior,298,10,projective,Emma is in law school,4.18075,reveal,reveal,emma,0.44,block1,Yes,NA,English,26,6
C,2925,high_prior,298,11,projective,Mary is taking a prenatal yoga class,4.18075,pretend,pretend,mary,0.34,block1,Yes,NA,English,26,7
C,1645,high_prior,298,12,projective,Charley lives in Mexico,4.18075,acknowledge,acknowledge,charley,0.38,block1,Yes,NA,English,26,8
C,3566,high_prior,298,13,projective,Josh is a 5-year old boy,4.18075,discover,discover,josh,0.39,block1,Yes,NA,English,26,9
C,3736,low_prior,298,14,projective,Danny is a diabetic,4.18075,demonstrate,demonstrate,danny,0.32,block1,Yes,NA,English,26,10
C,2914,low_prior,298,15,projective,Julian is German,4.18075,confirm,confirm,julian,0.52,block1,Yes,NA,English,26,11
C,1872,low_prior,298,16,projective,Zoe is 5 years old,4.18075,establish,establish,zoe,0.43,block1,Yes,NA,English,26,12
MC,1754,NA,298,17,projective,Pizza is sold at the pizzeria,4.18075,MC,MC,pizza,0.44,block1,Yes,NA,English,26,13
C,2468,low_prior,298,18,projective,Olivia has two small children,4.18075,announce,announce,olivia,0.56,block1,Yes,NA,English,26,14
C,1686,low_prior,298,19,projective,Sophia is a high end fashion model,4.18075,think,think,sophia,0.47,block1,Yes,NA,English,26,15
C,1796,low_prior,298,20,projective,Jon lives 10 miles away from work,4.18075,confess,confess,jon,0.29,block1,Yes,NA,English,26,16
C,1571,high_prior,298,21,projective,Tony really likes to party with his friends,4.18075,inform,inform,tony,0.54,block1,Yes,NA,English,26,17
C,1625,low_prior,298,22,projective,Grace hates her sister,4.18075,see,see,grace,0.34,block1,Yes,NA,English,26,18
C,1589,high_prior,298,23,projective,Josie loves France,4.18075,prove,prove,josie,0.47,block1,Yes,NA,English,26,19
C,1823,low_prior,298,24,projective,Owen lives in New Orleans,4.18075,be_right,be_right,owen,0.18,block1,Yes,NA,English,26,20
C,2230,low_prior,298,25,projective,Frank is allergic to cats,4.18075,know,know,frank,0.36,block1,Yes,NA,English,26,21
C,1446,high_prior,298,26,projective,Isabella is from Argentina,4.18075,hear,hear,isabella,0.26,block1,Yes,NA,English,26,22
MC,2061,NA,298,27,projective,Many children like ice cream,4.18075,MC,MC,kids,0.13,block1,Yes,NA,English,26,23
MC,1830,NA,298,28,projective,Hats are worn on the head,4.18075,MC,MC,hat,0.55,block1,Yes,NA,English,26,24
C,1930,high_prior,298,29,projective,Jackson is training for a marathon,4.18075,say,say,jackson,0.42,block1,Yes,NA,English,26,25
C,1495,high_prior,298,30,projective,Jayden's car is in the shop,4.18075,be_annoyed,be_annoyed,jayden,0.53,block1,Yes,NA,English,26,26
MC,9109,NA,298,32,ai,Ballet is a type of dance,4.18075,MC,MC,ballet,0.020000000000000018,block2,Yes,NA,English,26,27
C,5779,high_prior,298,33,ai,Emily has been saving for a year,4.18075,admit,admit,emily,0.19999999999999996,block2,Yes,NA,English,26,28
C,7964,low_prior,298,34,ai,Frank is allergic to cats,4.18075,know,know,frank,0.74,block2,Yes,NA,English,26,29
C,11157,high_prior,298,35,ai,Tony really likes to party with his friends,4.18075,inform,inform,tony,0.97,block2,Yes,NA,English,26,30
C,4866,low_prior,298,36,ai,Grace hates her sister,4.18075,see,see,grace,1,block2,Yes,NA,English,26,31
C,9807,high_prior,298,37,ai,Jayden's car is in the shop,4.18075,be_annoyed,be_annoyed,jayden,0.85,block2,Yes,NA,English,26,32
C,4277,low_prior,298,38,ai,Danny is a diabetic,4.18075,demonstrate,demonstrate,danny,0.6599999999999999,block2,Yes,NA,English,26,33
C,2971,high_prior,298,39,ai,Charley lives in Mexico,4.18075,acknowledge,acknowledge,charley,0.52,block2,Yes,NA,English,26,34
C,10657,high_prior,298,40,ai,Josh is a 5-year old boy,4.18075,discover,discover,josh,0.4,block2,Yes,NA,English,26,35
MC,2063,NA,298,41,ai,Pizza is sold at the pizzeria,4.18075,MC,MC,pizza,0.49,block2,Yes,NA,English,26,36
MC,1940,NA,298,42,ai,Hats are worn on the head,4.18075,MC,MC,hat,0.7,block2,Yes,NA,English,26,37
C,2127,high_prior,298,43,ai,Emma is in law school,4.18075,reveal,reveal,emma,0.38,block2,Yes,NA,English,26,38
C,6900,high_prior,298,44,ai,Josie loves France,4.18075,prove,prove,josie,0.010000000000000009,block2,Yes,NA,English,26,39
C,8074,low_prior,298,45,ai,Sophia is a high end fashion model,4.18075,think,think,sophia,0.12,block2,Yes,NA,English,26,40
C,6688,low_prior,298,46,ai,Mia is a nun,4.18075,suggest,suggest,mia,0.6699999999999999,block2,Yes,NA,English,26,41
MC,6638,NA,298,47,ai,Muffins are sold at the bakery,4.18075,MC,MC,muffins,0,block2,Yes,NA,English,26,42
MC,4136,NA,298,48,ai,Garages are used to store cars and other things,4.18075,MC,MC,garage,0,block2,Yes,NA,English,26,43
C,7399,low_prior,298,49,ai,Zoe is 5 years old,4.18075,establish,establish,zoe,0.92,block2,Yes,NA,English,26,44
C,4311,low_prior,298,50,ai,Owen lives in New Orleans,4.18075,be_right,be_right,owen,0,block2,Yes,NA,English,26,45
C,2921,low_prior,298,51,ai,Olivia has two small children,4.18075,announce,announce,olivia,0.45999999999999996,block2,Yes,NA,English,26,46
C,2085,high_prior,298,52,ai,Isabella is from Argentina,4.18075,hear,hear,isabella,0.55,block2,Yes,NA,English,26,47
C,4424,low_prior,298,53,ai,Julian is German,4.18075,confirm,confirm,julian,0.17000000000000004,block2,Yes,NA,English,26,48
C,2589,low_prior,298,54,ai,Jon lives 10 miles away from work,4.18075,confess,confess,jon,0.21999999999999997,block2,Yes,NA,English,26,49
C,1899,high_prior,298,55,ai,Jackson is training for a marathon,4.18075,say,say,jackson,0.54,block2,Yes,NA,English,26,50
C,4931,high_prior,298,56,ai,Mary is taking a prenatal yoga class,4.18075,pretend,pretend,mary,0.78,block2,Yes,NA,English,26,51
MC,2629,NA,298,57,ai,Many children like ice cream,4.18075,MC,MC,kids,0.31999999999999995,block2,Yes,NA,English,26,52
C,16798,high_prior,299,5,projective,Jackson is training for a marathon,7.511616666666667,inform,inform,jackson,0.96,block1,Yes,thank you,english,32,1
MC,5317,NA,299,6,projective,Hats are worn on the head,7.511616666666667,MC,MC,hat,0.02,block1,Yes,thank you,english,32,2
MC,10319,NA,299,7,projective,Garages are used to store cars and other things,7.511616666666667,MC,MC,garage,0.03,block1,Yes,thank you,english,32,3
C,10519,high_prior,299,8,projective,Jon lives 2 blocks away from work,7.511616666666667,prove,prove,jon,0.96,block1,Yes,thank you,english,32,4
C,13257,high_prior,299,9,projective,Tony really likes to party with his friends,7.511616666666667,be_right,be_right,tony,0.07,block1,Yes,thank you,english,32,5
MC,7007,NA,299,10,projective,Many children like ice cream,7.511616666666667,MC,MC,kids,0.07,block1,Yes,thank you,english,32,6
MC,6727,NA,299,11,projective,Pizza is sold at the pizzeria,7.511616666666667,MC,MC,pizza,0.06,block1,Yes,thank you,english,32,7
C,8871,high_prior,299,12,projective,Owen lives in Chicago,7.511616666666667,suggest,suggest,owen,0.06,block1,Yes,thank you,english,32,8
C,7399,low_prior,299,13,projective,Sophia is a high end fashion model,7.511616666666667,reveal,reveal,sophia,0.94,block1,Yes,thank you,english,32,9
C,9118,high_prior,299,14,projective,Charley lives in Mexico,7.511616666666667,confirm,confirm,charley,0.08,block1,Yes,thank you,english,32,10
C,24761,high_prior,299,15,projective,Emily has been saving for a year,7.511616666666667,pretend,pretend,emily,0.11,block1,Yes,thank you,english,32,11
C,6528,low_prior,299,16,projective,Emma is in first grade,7.511616666666667,confess,confess,emma,0.02,block1,Yes,thank you,english,32,12
MC,5328,NA,299,17,projective,Muffins are sold at the bakery,7.511616666666667,MC,MC,muffins,0.08,block1,Yes,thank you,english,32,13
C,5151,low_prior,299,18,projective,Olivia has two small children,7.511616666666667,be_annoyed,be_annoyed,olivia,0.94,block1,Yes,thank you,english,32,14
C,5960,high_prior,299,19,projective,Jayden's car is in the shop,7.511616666666667,discover,discover,jayden,0.09,block1,Yes,thank you,english,32,15
C,12431,low_prior,299,20,projective,Josie doesn't have a passport,7.511616666666667,acknowledge,acknowledge,josie,0.03,block1,Yes,thank you,english,32,16
C,7767,low_prior,299,21,projective,Danny is a diabetic,7.511616666666667,demonstrate,demonstrate,danny,0.11,block1,Yes,thank you,english,32,17
C,6639,low_prior,299,22,projective,Frank is allergic to cats,7.511616666666667,know,know,frank,0.88,block1,Yes,thank you,english,32,18
C,8416,low_prior,299,23,projective,Josh is a 75-year old man,7.511616666666667,announce,announce,josh,0.61,block1,Yes,thank you,english,32,19
C,7514,low_prior,299,24,projective,Grace hates her sister,7.511616666666667,think,think,grace,0.08,block1,Yes,thank you,english,32,20
C,8503,low_prior,299,25,projective,Zoe is 5 years old,7.511616666666667,hear,hear,zoe,0.24,block1,Yes,thank you,english,32,21
C,5528,high_prior,299,26,projective,Mary is taking a prenatal yoga class,7.511616666666667,see,see,mary,0.86,block1,Yes,thank you,english,32,22
C,5464,low_prior,299,27,projective,Isabella is a vegetarian,7.511616666666667,establish,establish,isabella,0.11,block1,Yes,thank you,english,32,23
C,8128,high_prior,299,28,projective,Mia is a college student,7.511616666666667,say,say,mia,0.1,block1,Yes,thank you,english,32,24
MC,8911,NA,299,29,projective,Ballet is a type of dance,7.511616666666667,MC,MC,ballet,0.12,block1,Yes,thank you,english,32,25
C,6928,high_prior,299,30,projective,Julian is Cuban,7.511616666666667,admit,admit,julian,0.9,block1,Yes,thank you,english,32,26
MC,5693,NA,299,32,ai,Ballet is a type of dance,7.511616666666667,MC,MC,ballet,0.13,block2,Yes,thank you,english,32,27
MC,5106,NA,299,33,ai,Hats are worn on the head,7.511616666666667,MC,MC,hat,0.09999999999999998,block2,Yes,thank you,english,32,28
C,6139,high_prior,299,34,ai,Jackson is training for a marathon,7.511616666666667,inform,inform,jackson,0.9299999999999999,block2,Yes,thank you,english,32,29
C,7151,high_prior,299,35,ai,Jon lives 2 blocks away from work,7.511616666666667,prove,prove,jon,0.53,block2,Yes,thank you,english,32,30
C,6136,low_prior,299,36,ai,Zoe is 5 years old,7.511616666666667,hear,hear,zoe,0.63,block2,Yes,thank you,english,32,31
C,5072,low_prior,299,37,ai,Frank is allergic to cats,7.511616666666667,know,know,frank,0.94,block2,Yes,thank you,english,32,32
C,8887,high_prior,299,38,ai,Charley lives in Mexico,7.511616666666667,confirm,confirm,charley,0.43999999999999995,block2,Yes,thank you,english,32,33
MC,3328,NA,299,39,ai,Pizza is sold at the pizzeria,7.511616666666667,MC,MC,pizza,0.14,block2,Yes,thank you,english,32,34
MC,6496,NA,299,40,ai,Muffins are sold at the bakery,7.511616666666667,MC,MC,muffins,0.08999999999999997,block2,Yes,thank you,english,32,35
C,4136,high_prior,299,41,ai,Mary is taking a prenatal yoga class,7.511616666666667,see,see,mary,0.91,block2,Yes,thank you,english,32,36
C,8503,low_prior,299,42,ai,Danny is a diabetic,7.511616666666667,demonstrate,demonstrate,danny,0.84,block2,Yes,thank you,english,32,37
C,5736,low_prior,299,43,ai,Grace hates her sister,7.511616666666667,think,think,grace,0.85,block2,Yes,thank you,english,32,38
C,5642,low_prior,299,44,ai,Isabella is a vegetarian,7.511616666666667,establish,establish,isabella,0.77,block2,Yes,thank you,english,32,39
C,4087,high_prior,299,45,ai,Julian is Cuban,7.511616666666667,admit,admit,julian,0.9299999999999999,block2,Yes,thank you,english,32,40
C,5104,low_prior,299,46,ai,Josie doesn't have a passport,7.511616666666667,acknowledge,acknowledge,josie,0.9299999999999999,block2,Yes,thank you,english,32,41
C,6320,high_prior,299,47,ai,Jayden's car is in the shop,7.511616666666667,discover,discover,jayden,0.87,block2,Yes,thank you,english,32,42
C,4559,low_prior,299,48,ai,Olivia has two small children,7.511616666666667,be_annoyed,be_annoyed,olivia,0.9,block2,Yes,thank you,english,32,43
C,20199,high_prior,299,49,ai,Owen lives in Chicago,7.511616666666667,suggest,suggest,owen,0.25,block2,Yes,thank you,english,32,44
C,4223,low_prior,299,50,ai,Josh is a 75-year old man,7.511616666666667,announce,announce,josh,0.87,block2,Yes,thank you,english,32,45
C,5168,high_prior,299,51,ai,Tony really likes to party with his friends,7.511616666666667,be_right,be_right,tony,0.14,block2,Yes,thank you,english,32,46
C,12435,low_prior,299,52,ai,Emma is in first grade,7.511616666666667,confess,confess,emma,0.48,block2,Yes,thank you,english,32,47
MC,3440,NA,299,53,ai,Many children like ice cream,7.511616666666667,MC,MC,kids,0.07999999999999996,block2,Yes,thank you,english,32,48
MC,8767,NA,299,54,ai,Garages are used to store cars and other things,7.511616666666667,MC,MC,garage,0.050000000000000044,block2,Yes,thank you,english,32,49
C,5879,low_prior,299,55,ai,Sophia is a high end fashion model,7.511616666666667,reveal,reveal,sophia,0.45999999999999996,block2,Yes,thank you,english,32,50
C,4168,high_prior,299,56,ai,Mia is a college student,7.511616666666667,say,say,mia,0.16000000000000003,block2,Yes,thank you,english,32,51
C,4512,high_prior,299,57,ai,Emily has been saving for a year,7.511616666666667,pretend,pretend,emily,0.91,block2,Yes,thank you,english,32,52
C,17869,low_prior,300,5,ai,Emily never has any money,13.642383333333333,pretend,pretend,emily,0.35,block1,Yes,"This was really interesting, it's amazing how one fact can change the whole context of a phrase or question. It's no wonder people struggle to learn English as a second language. Makes me respect them a lot more!",English,40,1
C,32954,high_prior,300,6,ai,Julian is Cuban,13.642383333333333,admit,admit,julian,0.31999999999999995,block1,Yes,"This was really interesting, it's amazing how one fact can change the whole context of a phrase or question. It's no wonder people struggle to learn English as a second language. Makes me respect them a lot more!",English,40,2
